tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag
17,61.95,1070.7,743.4000000000001,5,1.0166642928357783,0,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,12-24m,0
13,93.8,1261.0,562.8,6,1.0341151385927507,1,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),12-24m,0
16,94.45,1511.2,566.7,5,1.0,0,Female,1,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,1
1,20.25,20.25,121.5,1,1.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
28,54.4,1516.6,652.8,4,0.9956670168067226,0,Male,0,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),24m+,0
50,83.4,4113.7,500.40000000000003,5,0.9864988009592326,1,Female,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,24m+,0
64,90.25,5629.15,1083.0,5,0.9745758310249307,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),24m+,0
32,93.2,2931.0,559.2,5,0.9827655579399142,1,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
66,19.35,1240.8,464.40000000000003,1,0.9715762273901808,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
63,86.7,5309.5,2080.8,8,0.9720620274253492,0,Male,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
7,20.25,129.15,243.0,1,0.9111111111111112,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,6-12m,0
51,23.95,1216.35,287.4,2,0.9958246346555323,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24m+,0
20,76.0,1588.75,912.0,6,1.0452302631578947,1,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),12-24m,0
18,99.85,1776.95,599.0999999999999,6,0.9886774606353976,0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),12-24m,1
53,19.9,1110.05,477.59999999999997,1,1.0524793780221866,0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
1,49.9,49.9,299.4,3,1.0,1,Female,0,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,0
60,19.95,1189.9,478.79999999999995,1,0.9940685045948204,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0
3,80.7,239.45,484.20000000000005,3,0.9890541098719536,1,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,0
31,20.9,689.35,501.59999999999997,1,1.0639759222102176,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
51,19.1,1007.8,229.20000000000002,1,1.0345960373678267,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24m+,0
23,83.2,2032.3,499.20000000000005,5,1.0620296822742474,0,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),12-24m,0
1,20.2,20.2,121.19999999999999,1,1.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,1
72,100.65,7334.05,2415.6000000000004,7,1.0120397968758625,1,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),24m+,0
49,59.75,2934.3,358.5,5,1.0022372128767825,1,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24m+,1
53,53.6,2879.2,643.2,6,1.013517319065052,0,Female,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,24m+,0
1,55.45,55.45,332.70000000000005,3,1.0,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-6m,0
50,103.85,5017.9,623.0999999999999,7,0.9663745787193067,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,1
24,98.75,2407.3,592.5,6,1.0157383966244726,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,1
17,70.0,1144.5,420.0,2,0.961764705882353,1,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,1
71,24.75,1836.9,594.0,2,1.0453265044814342,0,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
29,25.1,712.85,150.60000000000002,1,0.979324082978431,1,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24m+,1
72,85.15,6316.2,2043.6000000000001,8,1.0302407516147973,0,Male,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
41,99.65,4220.35,2391.6000000000004,6,1.0329690502123285,0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
1,48.95,48.95,293.70000000000005,3,1.0,1,Male,0,No,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0-6m,1
8,85.65,659.45,513.9000000000001,4,0.9624197314652656,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),6-12m,0
8,60.0,487.75,360.0,4,1.0161458333333333,1,Female,0,No,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,6-12m,0
58,98.9,5780.7,593.4000000000001,6,1.0077577490324603,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
67,92.45,6140.85,2218.8,6,0.9913951066732319,0,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24m+,0
46,80.4,3605.2,482.40000000000003,3,0.9747999134760977,1,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,1
39,25.45,958.45,305.4,2,0.965644048158783,0,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24m+,0
66,25.7,1714.55,308.4,2,1.0108182997288055,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24m+,0
49,101.55,5070.4,609.3,6,1.0189813000532562,1,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24m+,0
26,19.65,494.9,471.59999999999997,1,0.9686827167743198,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
2,19.9,57.4,119.39999999999999,1,1.442211055276382,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0-6m,0
6,45.0,298.7,270.0,3,1.1062962962962963,1,Female,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0-6m,0
58,103.25,6017.65,1239.0,7,1.0048676630207898,1,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,1
47,20.25,873.4,486.0,1,0.9176779616495928,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
70,67.95,4664.15,1630.8000000000002,6,0.9805844633659202,0,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,24m+,0
3,44.75,148.05,268.5,2,1.1027932960893856,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,0
1,84.5,84.5,507.0,4,1.0,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0-6m,1
38,84.1,3187.65,1009.1999999999999,8,0.9974497778334065,1,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),24m+,0
23,20.4,478.75,489.59999999999997,1,1.0203537936913896,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),12-24m,0
14,19.7,263.65,472.79999999999995,1,0.9559463379260332,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,12-24m,0
12,94.2,1046.1,565.2,5,0.925424628450106,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1
18,56.25,969.85,337.5,4,0.9578765432098766,1,Male,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,12-24m,0
1,20.35,20.35,122.10000000000001,1,1.0,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
17,20.65,330.6,247.79999999999998,1,0.9417461900014245,0,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12-24m,0
21,54.6,1125.2,327.6,3,0.981336124193267,1,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),12-24m,0
23,90.05,2169.8,540.3,5,1.047630543417908,1,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),12-24m,1
23,25.1,611.45,602.4000000000001,2,1.0591546856054044,0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,12-24m,0
43,80.45,3398.9,482.70000000000005,4,0.982525618974663,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,24m+,0
67,86.15,5883.85,2067.6000000000004,8,1.019369201583493,0,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
31,79.2,2497.2,1900.8000000000002,7,1.0171065493646136,0,Female,0,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,24m+,0
12,19.2,239.0,115.19999999999999,1,1.037326388888889,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,6-12m,0
45,96.75,4442.75,1161.0,6,1.0204421475739305,1,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),24m+,0
5,25.45,134.75,152.7,2,1.0589390962671905,0,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
69,20.2,1412.65,484.79999999999995,1,1.013524178504807,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
56,89.7,4952.95,538.2,4,0.9860148909061952,1,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,24m+,0
51,60.15,3077.0,721.8,6,1.003047935716265,0,Female,0,No,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24m+,0
20,20.05,406.05,120.30000000000001,1,1.0125935162094764,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12-24m,0
32,74.75,2282.95,897.0,6,0.9544105351170568,1,Female,0,No,No,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,24m+,0
41,74.65,3090.65,447.90000000000003,7,1.0098018394785422,0,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
13,88.95,1161.75,2134.8,9,1.0046698663899338,0,Female,0,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),12-24m,0
71,105.1,7548.1,630.5999999999999,7,1.0115249058576006,1,Male,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24m+,1
66,88.9,6000.1,1066.8000000000002,5,1.022616491120428,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),24m+,0
2,79.85,152.45,479.09999999999997,4,0.9546023794614903,0,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0-6m,1
1,19.75,19.75,118.5,1,1.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
29,94.45,2653.65,566.7,5,0.9688213066574177,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
3,81.35,233.7,488.09999999999997,4,0.9575906576521205,1,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
1,70.8,70.8,424.79999999999995,2,1.0,1,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,1
47,106.35,4849.1,638.0999999999999,7,0.9701207374286029,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
48,45.0,2196.3,540.0,4,1.0168055555555557,1,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),24m+,0
60,39.6,2424.5,950.4000000000001,4,1.0204124579124578,1,Male,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),24m+,0
20,90.8,1951.0,544.8,5,1.074339207048458,1,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,12-24m,1
15,96.5,1392.25,579.0,6,0.9618307426597582,1,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,12-24m,0
5,20.2,83.75,121.19999999999999,1,0.8292079207920792,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
11,51.1,531.15,306.6,3,0.9449386230208148,1,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,6-12m,0
2,20.55,33.6,123.30000000000001,1,0.8175182481751825,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
22,55.15,1193.05,661.8,4,0.9833099810434353,0,Male,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),12-24m,1
2,70.35,139.05,422.09999999999997,2,0.9882729211087422,1,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
58,106.45,6145.85,1277.4,7,0.9954244343305098,1,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,1
58,71.1,4299.2,853.1999999999999,7,1.0425335855279112,0,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),24m+,0
12,20.1,232.4,120.60000000000001,1,0.9635157545605306,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),6-12m,0
38,101.15,3741.85,606.9000000000001,6,0.9735020943361864,1,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,24m+,0
28,92.35,2602.9,554.0999999999999,5,1.006613040451698,1,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,24m+,1
15,76.5,1155.6,459.0,7,1.0070588235294118,0,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),12-24m,0
72,63.1,4685.55,1514.4,7,1.0313325409403065,0,Male,1,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
15,58.6,939.7,351.6,5,1.0690557451649603,0,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),12-24m,1
25,25.5,630.6,612.0,2,0.9891764705882353,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
8,59.25,436.6,355.5,4,0.9210970464135022,1,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,6-12m,0
29,55.35,1636.95,664.2,6,1.0198112325950845,0,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),24m+,0
1,75.5,75.5,453.0,6,1.0,0,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,0
34,87.45,2874.15,524.7,5,0.9666532136010493,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,24m+,1
17,89.4,1539.45,536.4000000000001,5,1.0129293328069482,1,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,12-24m,1
21,94.3,1948.35,565.8,5,0.9838660808968338,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,0
27,81.7,2212.55,980.4000000000001,7,1.0030146425495263,0,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,24m+,0
29,45.0,1228.65,270.0,4,0.9414942528735633,1,Female,1,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,0
41,109.1,4454.25,1309.1999999999998,8,0.9957859202790013,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0
19,96.8,1743.05,580.8,5,0.9477218355806872,1,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,0
10,91.1,964.35,546.5999999999999,5,1.058562019758507,0,Female,0,No,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,6-12m,0
72,90.95,6468.6,2182.8,9,0.9878138171156313,0,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
15,20.45,330.8,122.69999999999999,1,1.0784026079869602,0,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),12-24m,0
38,20.2,735.9,484.79999999999995,1,0.9587024491922876,0,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0
14,19.95,268.4,119.69999999999999,1,0.9609738632295022,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12-24m,0
22,84.3,1855.65,505.79999999999995,4,1.000566159818829,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,12-24m,1
30,86.45,2538.05,1037.4,4,0.9786196259880471,1,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,24m+,0
53,20.9,1146.05,501.59999999999997,1,1.0346212873521714,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0
1,36.45,36.45,218.70000000000002,2,1.0,1,Female,1,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1
43,24.45,993.15,293.4,2,0.9446426023683836,0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24m+,0
65,84.2,5324.5,2020.8000000000002,8,0.9728668006577745,0,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
26,20.3,511.25,121.80000000000001,1,0.9686434255399772,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24m+,0
1,19.25,19.25,115.5,1,1.0,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,1
45,78.75,3600.65,945.0,7,1.0160564373897707,1,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),24m+,0
2,75.45,158.4,452.70000000000005,3,1.0497017892644136,1,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,1
47,85.2,3969.35,511.20000000000005,5,0.991247128159025,1,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,1
21,86.55,1857.25,519.3,4,1.0218425903001294,1,Male,1,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),12-24m,0
49,84.5,4254.85,507.0,4,1.0276174375075475,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,24m+,1
40,105.95,4335.2,1271.4,7,1.0229353468617273,0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
34,108.9,3625.2,653.4000000000001,8,0.9790957705396207,0,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
14,80.45,1137.05,482.70000000000005,7,1.0095445263251355,0,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),12-24m,0
51,99.0,5038.15,594.0,6,0.9978510596157655,1,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0
1,25.2,25.2,151.2,1,1.0,1,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,1
58,100.35,5681.1,1204.1999999999998,6,0.9760837070254113,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),24m+,0
1,43.95,43.95,263.70000000000005,2,1.0,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,1
58,19.55,1079.65,469.20000000000005,1,0.9521562748037746,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
1,45.85,45.85,275.1,2,1.0,1,Male,1,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,0
66,29.45,1983.15,353.4,2,1.0202963420280908,0,Male,0,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),24m+,0
5,55.8,274.35,334.79999999999995,4,0.9833333333333334,1,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0-6m,0
1,44.75,44.75,268.5,2,1.0,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,0
35,62.1,2096.1,372.6,4,0.9643892339544513,1,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,0
63,81.55,5029.05,489.29999999999995,4,0.9788619310385099,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0
5,100.5,514.0,603.0,6,1.0228855721393035,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,1
12,43.8,540.95,262.79999999999995,2,1.0292047184170474,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),6-12m,0
27,19.85,470.0,476.40000000000003,1,0.8769474764436981,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
28,105.7,2979.5,634.2,7,1.0067238816056223,1,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
38,89.1,3342.0,1069.1999999999998,4,0.9870636186425661,1,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,24m+,0
