tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,tenure_bucket_ord,is_auto_pay,is_long_contract,streaming_services,support_services,senior_fiber_optic,charges_per_month_of_tenure,high_charge_to_clv_ratio,tenure_years,per_service_charge,is_fiber_optic,has_streaming_any,has_support_any,has_multiple_lines_yes,is_electronic_check,paperless_autopay,family_bundle,early_tenure_flag,high_monthly_charge,tenure_remaining,tenure_fraction_complete,remaining_value,remaining_value_ratio,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag,CLV_quartile
34,61.25,1993.2,735.0,6,0.9571188475390155,0,3,0,1,2,3,0,58.62352941176471,0,2.8333333333333335,10.208333333333334,0,1,1,0,0,0,1,0,0,0,2.8333333333333335,0.0,0.0,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,24m+,0,High
1,74.9,74.9,449.4,3,1.0,1,0,0,0,0,0,0,74.9,1,0.0833333333333333,24.96666666666667,1,0,0,1,1,0,0,1,1,5,0.1666666666666666,374.5,0.8333333333333333,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
1,19.5,19.5,117.0,1,1.0,0,0,0,0,0,0,0,19.5,1,0.0833333333333333,19.5,0,0,0,0,0,0,0,1,0,5,0.1666666666666666,97.5,0.8333333333333334,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0,Low
24,20.45,527.35,245.4,1,1.0744702526487369,0,2,1,1,0,0,0,21.972916666666663,0,2.0,20.45,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),12-24m,0,Low
1,86.0,86.0,516.0,4,1.0,1,0,0,0,1,1,1,86.0,1,0.0833333333333333,21.5,1,1,1,0,1,0,0,1,1,5,0.1666666666666666,430.0,0.8333333333333334,Female,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-6m,1,High
27,85.9,2220.1,1030.8000000000002,5,0.9572284741085672,1,3,0,1,0,2,1,82.22592592592592,0,2.25,17.18,1,0,1,1,1,0,1,0,1,0,2.25,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,24m+,0,Premium
29,26.1,692.55,626.4000000000001,2,0.9149821640903684,0,3,0,1,0,0,0,23.88103448275862,0,2.4166666666666665,13.05,0,0,0,1,0,0,1,0,0,0,1.2083333333333333,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,High
72,64.45,4528.0,1546.8000000000002,7,0.9757779501767088,0,3,1,1,2,4,0,62.888888888888886,0,6.0,9.207142857142856,0,1,1,0,0,0,1,0,0,0,3.0,0.0,0.0,Female,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0,Premium
29,48.95,1323.7,293.70000000000005,3,0.9324786023739916,1,3,1,0,0,1,0,45.6448275862069,1,2.4166666666666665,16.316666666666666,0,0,1,0,0,0,0,0,0,0,4.833333333333333,0.0,0.0,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),24m+,0,Low
72,97.0,7104.2,2328.0,7,1.0172107674684994,0,3,1,1,0,4,0,98.66944444444444,0,6.0,13.857142857142858,1,0,1,1,0,1,1,0,1,0,3.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),24m+,0,Premium
71,92.0,6585.2,1104.0,7,1.008144519289651,0,3,0,1,0,4,1,92.74929577464788,0,5.916666666666667,13.142857142857142,1,0,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,24m+,0,Premium
42,54.75,2348.45,657.0,6,1.0212872363557297,0,3,0,1,1,4,0,55.915476190476184,0,3.5,9.125,0,1,1,0,1,0,0,0,0,0,3.5,0.0,0.0,Female,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,24m+,0,High
45,97.05,4385.05,582.3,7,1.004075791401912,0,3,0,0,1,3,1,97.44555555555556,1,3.75,13.864285714285714,1,1,1,1,1,0,0,0,1,0,5.0,0.0,0.0,Female,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,24m+,0,High
18,19.8,342.3,237.6,1,0.9604377104377104,0,2,1,1,0,0,0,19.016666666666666,0,1.5,19.8,0,0,0,0,0,0,1,0,0,0,1.5,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),12-24m,0,Low
55,44.85,2479.05,269.1,4,1.0049863180297964,1,3,0,0,1,2,0,45.07363636363637,1,4.583333333333333,11.2125,0,1,1,0,1,0,0,0,0,0,5.0,0.0,0.0,Male,1,No,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,24m+,0,Low
2,20.4,42.9,122.4,1,1.0514705882352942,0,0,0,0,0,0,0,21.45,1,0.1666666666666666,20.4,0,0,0,0,0,0,1,1,0,4,0.3333333333333333,79.5,0.6495098039215687,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0,Low
24,93.0,2248.05,558.0,5,1.007190860215054,1,2,0,0,2,0,0,93.66875,1,2.0,18.6,1,1,0,1,1,0,1,0,1,0,4.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,0,High
72,93.25,6688.95,2238.0,9,0.9962689901697944,0,3,1,1,2,4,0,92.90208333333334,0,6.0,10.36111111111111,0,1,1,1,0,1,1,0,1,0,3.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0,Premium
1,20.1,20.1,120.6,1,1.0,0,0,0,0,0,0,0,20.1,1,0.0833333333333333,20.1,0,0,0,0,0,0,0,1,0,5,0.1666666666666666,100.5,0.8333333333333333,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,1,Low
61,107.75,6521.9,1293.0,8,0.9922635122285192,1,3,0,1,2,3,0,106.91639344262296,0,5.083333333333333,13.46875,1,1,1,1,1,0,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
70,85.95,5931.75,2062.8,8,0.9859137372226378,0,3,1,1,2,3,0,84.73928571428571,0,5.833333333333333,10.74375,0,1,1,1,0,1,1,0,1,0,2.9166666666666665,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
25,100.25,2387.75,601.5,6,0.952718204488778,1,3,0,0,2,1,0,95.51,1,2.0833333333333335,16.708333333333332,1,1,1,1,1,0,0,0,1,0,4.166666666666667,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
7,45.75,344.2,274.5,2,1.0747853239656515,1,1,0,0,0,0,0,49.17142857142857,1,0.5833333333333334,22.875,0,0,0,0,0,0,1,0,0,0,1.1666666666666667,0.0,0.0,Male,1,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,6-12m,0,Low
4,90.05,368.1,540.3,5,1.021932259855636,1,0,0,0,1,1,0,92.025,1,0.3333333333333333,18.009999999999998,1,1,1,1,1,0,0,1,1,2,0.6666666666666666,172.19999999999993,0.3187118267629094,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-6m,1,High
54,109.55,6118.95,657.3,8,1.0343577260510168,1,3,0,0,2,3,0,113.31388888888888,1,4.5,13.69375,1,1,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,24m+,0,High
9,45.4,418.8,272.4,3,1.02496328928047,1,1,0,0,2,0,0,46.53333333333333,1,0.75,15.133333333333333,0,1,0,0,1,0,0,0,0,0,1.5,0.0,0.0,Male,0,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1,Low
43,101.4,4528.0,608.4000000000001,6,1.0384844731893033,1,3,0,0,2,1,0,105.30232558139537,1,3.5833333333333335,16.900000000000002,1,1,1,1,1,0,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
65,45.25,2933.95,1086.0,4,0.9975180620484488,0,3,0,1,1,2,0,45.137692307692305,0,5.416666666666667,11.3125,0,1,1,0,0,0,1,0,0,0,2.7083333333333335,0.0,0.0,Female,0,No,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,24m+,0,Premium
36,19.55,620.75,234.6,1,0.8819977266268826,0,3,0,1,0,0,0,17.243055555555557,0,3.0,19.55,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24m+,0,Low
30,64.5,1929.95,774.0,5,0.997390180878553,1,3,1,1,1,2,0,64.33166666666666,0,2.5,12.9,0,1,1,0,0,0,1,0,0,0,2.5,0.0,0.0,Male,0,No,Yes,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),24m+,0,High
9,24.1,259.8,289.20000000000005,1,1.197786998616874,1,1,1,1,0,0,0,28.866666666666667,0,0.75,24.1,0,0,0,0,0,0,1,0,0,3,0.75,29.40000000000003,0.1016597510373445,Male,0,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),6-12m,1,Low
50,20.15,989.05,241.8,1,0.9816873449131516,0,3,1,1,0,0,0,19.781,0,4.166666666666667,20.15,0,0,0,0,0,0,0,0,0,0,4.166666666666667,0.0,0.0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24m+,0,Low
67,60.95,4119.4,731.4000000000001,5,1.0087544231263696,0,3,1,1,0,3,0,61.48358208955224,0,5.583333333333333,12.19,0,0,1,0,0,1,1,0,0,0,5.0,0.0,0.0,Male,1,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),24m+,0,High
65,90.65,5931.0,543.9000000000001,5,1.0065764351478637,1,3,0,0,1,1,0,91.24615384615385,1,5.416666666666667,18.130000000000003,1,1,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,0,High
27,75.75,1929.0,454.5,3,0.9431609827649432,1,3,1,0,0,0,0,71.44444444444444,1,2.25,25.25,1,0,0,1,0,1,1,0,1,0,4.5,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0,Medium
68,20.5,1424.9,492.0,1,1.0221664275466285,0,3,1,1,0,0,0,20.954411764705885,0,5.666666666666667,20.5,0,0,0,0,0,0,0,0,0,0,2.8333333333333335,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0,Medium
8,74.5,606.55,447.0,3,1.017701342281879,1,1,0,0,0,1,1,75.81875,1,0.6666666666666666,24.833333333333332,1,0,1,0,1,0,0,0,1,0,1.3333333333333333,0.0,0.0,Male,1,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,6-12m,1,Medium
2,84.05,134.05,504.2999999999999,4,0.7974419988102321,1,0,0,0,1,0,0,67.025,1,0.1666666666666666,21.0125,1,1,0,1,1,0,1,1,1,4,0.3333333333333333,370.24999999999994,0.7341860003965893,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,0,Medium
67,105.6,7112.15,1267.1999999999998,7,1.0052224672094074,1,3,0,1,2,2,1,106.15149253731344,0,5.583333333333333,15.085714285714284,1,1,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
14,19.65,228.65,235.8,1,0.8311523082515451,0,2,0,1,0,0,0,16.33214285714286,0,1.1666666666666667,19.65,0,0,0,0,0,0,1,0,0,0,1.1666666666666667,7.149999999999977,0.0303223070398642,Male,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12-24m,0,Low
36,20.85,720.05,250.2,1,0.9592992272848389,0,3,1,1,0,0,0,20.001388888888886,0,3.0,20.85,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24m+,0,Low
4,20.05,83.3,120.3,1,1.0386533665835411,0,0,0,0,0,0,0,20.825,1,0.3333333333333333,20.05,0,0,0,0,0,0,0,1,0,2,0.6666666666666666,37.000000000000014,0.3075644222776393,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0,Low
6,84.85,523.5,509.1,4,1.028285209192693,1,0,0,0,1,1,0,87.25,1,0.5,21.2125,1,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
15,85.6,1345.55,513.5999999999999,4,1.0479361370716511,1,2,1,0,1,0,1,89.70333333333333,1,1.25,21.4,1,1,0,1,0,1,1,0,1,0,2.5,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),12-24m,1,High
1,25.25,25.25,151.5,1,1.0,1,0,0,0,0,0,0,25.25,1,0.0833333333333333,25.25,0,0,0,0,1,0,0,1,0,5,0.1666666666666666,126.25,0.8333333333333334,Female,1,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-6m,1,Low
8,19.45,159.2,116.7,1,1.0231362467866325,0,1,1,0,0,0,0,19.9,1,0.6666666666666666,19.45,0,0,0,0,0,0,1,0,0,0,1.3333333333333333,0.0,0.0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),6-12m,0,Low
1,95.85,95.85,575.0999999999999,5,1.0,0,0,0,0,2,1,0,95.85,1,0.0833333333333333,19.17,1,1,1,0,1,0,0,1,1,5,0.1666666666666666,479.2499999999999,0.8333333333333333,Female,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,0,High
5,89.8,502.6,538.8,5,1.1193763919821826,1,0,0,0,1,1,1,100.52,1,0.4166666666666667,17.96,1,1,1,1,1,0,0,1,1,1,0.8333333333333334,36.19999999999993,0.0671863400148476,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-6m,1,High
11,25.0,300.7,600.0,2,1.0934545454545457,0,1,0,1,0,0,0,27.336363636363636,0,0.9166666666666666,12.5,0,0,0,1,0,0,1,0,0,13,0.4583333333333333,299.3,0.4988333333333333,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,6-12m,0,High
57,74.6,4368.95,895.1999999999999,7,1.0274563755232586,0,3,1,1,1,3,0,76.64824561403509,0,4.75,10.657142857142857,0,1,1,1,0,0,1,0,1,0,4.75,0.0,0.0,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),24m+,0,Premium
31,98.9,2911.3,593.4000000000001,6,0.9495743501092664,0,3,0,0,2,2,1,93.91290322580646,1,2.5833333333333335,16.483333333333334,1,1,1,0,1,0,1,0,1,0,5.0,0.0,0.0,Female,1,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
51,79.6,3974.7,955.2,4,0.9790866095181792,1,3,1,1,0,1,1,77.93529411764706,0,4.25,19.9,1,0,1,1,0,1,0,0,1,0,4.25,0.0,0.0,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),24m+,0,Premium
53,61.1,3357.9,733.2,4,1.036932958651144,1,3,0,1,1,1,0,63.35660377358491,0,4.416666666666667,15.275,0,1,1,0,1,0,0,0,0,0,4.416666666666667,0.0,0.0,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,24m+,0,High
13,81.9,1028.9,491.4,3,0.9663755048370434,1,2,0,0,1,0,0,79.14615384615385,1,1.0833333333333333,27.3,1,1,0,0,0,0,0,0,1,0,2.1666666666666665,0.0,0.0,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,12-24m,0,Medium
66,62.5,4136.4,1500.0,7,1.0027636363636363,0,3,1,1,2,4,0,62.672727272727265,0,5.5,8.928571428571429,0,1,1,0,0,1,0,0,0,0,2.75,0.0,0.0,Female,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0,Premium
48,79.65,3870.3,1911.6,7,1.0123195229127433,0,3,0,1,2,2,0,80.63125000000001,0,4.0,11.37857142857143,0,1,1,1,1,0,1,0,1,0,2.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,24m+,0,Premium
22,20.25,488.25,243.0,1,1.095959595959596,0,2,1,1,0,0,0,22.193181818181817,0,1.8333333333333333,20.25,0,0,0,0,0,0,1,0,0,0,1.8333333333333333,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),12-24m,0,Low
67,102.9,6989.7,2469.6000000000004,7,1.0138375179496104,0,3,1,1,2,2,1,104.32388059701492,0,5.583333333333333,14.7,1,1,1,1,0,0,1,0,1,0,2.7916666666666665,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0,Premium
50,109.65,5405.8,657.9000000000001,8,0.9860100319197448,0,3,1,0,2,3,0,108.116,1,4.166666666666667,13.70625,1,1,1,1,0,1,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0,High
52,83.8,4331.4,502.7999999999999,4,0.9939875160638884,1,3,1,0,1,1,0,83.29615384615384,1,4.333333333333333,20.95,1,1,1,0,0,1,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24m+,0,Medium
68,19.6,1441.65,470.4,1,1.0816701680672267,0,3,1,1,0,0,0,21.20073529411765,0,5.666666666666667,19.6,0,0,0,0,0,0,0,0,0,0,2.8333333333333335,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0,Medium
4,65.6,250.1,393.6,5,0.953125,1,0,0,0,1,1,0,62.525,1,0.3333333333333333,13.12,0,1,1,1,1,0,1,1,0,2,0.6666666666666666,143.49999999999997,0.3645833333333333,Male,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0-6m,0,Medium
5,44.05,202.15,264.29999999999995,2,0.9178206583427924,1,0,1,0,0,0,0,40.43,1,0.4166666666666667,22.025,0,0,0,0,0,1,0,1,0,1,0.8333333333333334,62.14999999999995,0.2351494513810063,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-6m,0,Low
63,79.7,4786.15,956.4,7,0.9532074644998106,1,3,1,1,2,2,0,75.97063492063492,0,5.25,11.385714285714286,0,1,1,1,0,1,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0,Premium
66,110.9,7432.05,1330.8000000000002,8,1.0153906057873596,0,3,1,1,2,3,1,112.60681818181818,0,5.5,13.8625,1,1,1,1,0,0,0,0,1,0,5.0,0.0,0.0,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),24m+,1,Premium
48,19.85,916.0,476.4,1,0.961376994122586,0,3,1,1,0,0,0,19.083333333333332,0,4.0,19.85,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0,Medium
43,108.15,4600.7,648.9000000000001,7,0.9893021105484416,0,3,1,0,2,3,1,106.99302325581397,1,3.5833333333333335,15.45,1,1,1,0,0,1,0,0,1,0,5.0,0.0,0.0,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24m+,1,High
3,34.25,139.35,205.5,3,1.3562043795620438,0,0,0,0,0,2,0,46.45,1,0.25,11.416666666666666,0,0,1,0,0,0,0,1,0,3,0.5,66.15,0.3218978102189781,Female,0,No,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,0-6m,1,Low
38,103.65,3988.5,621.9000000000001,7,1.012643765709498,0,3,0,0,2,2,0,104.96052631578948,1,3.1666666666666665,14.80714285714286,1,1,1,1,1,0,0,0,1,0,5.0,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0,High
1,75.9,75.9,455.4,3,1.0,0,0,0,0,0,1,0,75.9,1,0.0833333333333333,25.3,1,0,1,0,1,0,0,1,1,5,0.1666666666666666,379.5,0.8333333333333333,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
57,59.6,3509.4,715.2,5,1.033027198869657,0,3,0,1,0,3,0,61.56842105263158,0,4.75,11.92,0,0,1,0,0,0,1,0,0,0,4.75,0.0,0.0,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,24m+,0,High
53,94.85,5000.2,1138.1999999999998,5,0.9946588953760158,1,3,1,1,2,1,0,94.3433962264151,0,4.416666666666667,18.97,1,1,1,0,0,1,1,0,1,0,4.416666666666667,0.0,0.0,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,1,Premium
72,113.8,7845.8,2731.2,9,0.9575522358914276,0,3,1,1,2,4,1,108.96944444444443,0,6.0,12.644444444444444,1,1,1,1,0,0,0,0,1,0,3.0,0.0,0.0,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0,Premium
1,69.55,69.55,417.2999999999999,2,1.0,1,0,0,0,0,0,0,69.55,1,0.0833333333333333,34.775,1,0,0,0,0,0,0,1,0,5,0.1666666666666666,347.74999999999994,0.8333333333333333,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,1,Medium
6,98.15,567.45,588.9000000000001,7,0.9635761589403972,0,0,1,0,1,4,0,94.575,1,0.5,14.021428571428572,1,1,1,0,0,1,0,1,1,0,1.0,21.450000000000045,0.0364238410596027,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0-6m,1,High
70,88.55,6306.5,2125.2,9,1.0174235702186012,0,3,1,1,2,4,0,90.09285714285714,0,5.833333333333333,9.838888888888889,0,1,1,1,0,1,1,0,1,0,2.9166666666666665,0.0,0.0,Male,1,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
60,59.8,3561.15,717.5999999999999,4,0.9925167224080268,1,3,0,1,1,1,0,59.3525,0,5.0,14.95,0,1,1,0,0,0,1,0,0,0,5.0,0.0,0.0,Male,0,Yes,No,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,24m+,0,High
27,110.5,2857.6,1326.0,8,0.9578012401541812,1,3,1,1,2,3,1,105.83703703703704,0,2.25,13.8125,1,1,1,1,0,1,0,0,1,0,2.25,0.0,0.0,Female,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0,Premium
1,19.45,19.45,116.7,1,1.0,0,0,0,0,0,0,0,19.45,1,0.0833333333333333,19.45,0,0,0,0,0,0,0,1,0,5,0.1666666666666666,97.25,0.8333333333333333,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0,Low
30,84.3,2438.6,505.7999999999999,5,0.96425464610518,1,3,1,0,0,3,0,81.28666666666666,1,2.5,16.86,1,0,1,0,0,1,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),24m+,0,Medium
41,35.4,1412.4,424.7999999999999,3,0.9731293923108724,1,3,1,1,0,2,0,34.44878048780488,0,3.4166666666666665,11.8,0,0,1,0,0,0,1,0,0,0,3.4166666666666665,0.0,0.0,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),24m+,0,Medium
54,20.5,1035.7,492.0,1,0.9355916892502258,0,3,0,1,0,0,0,19.17962962962963,0,4.5,20.5,0,0,0,0,0,0,0,0,0,0,2.25,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24m+,0,Medium
